Dendrometer,Treatment,Date,Hour,Air temperature (°C),Perimeter (mm)
P12A10,Irrigated,08-04-2015,22,14.3984375,30.1996033549999
P12A10,Irrigated,08-04-2015,23,13.73828125,30.2015412209999
P12A10,Irrigated,09-04-2015,0,13.03125,30.2073510049999
P12A10,Irrigated,09-04-2015,1,12.15625,30.2063820719999
P12A10,Irrigated,09-04-2015,2,11.41796875,30.2073510049999
P12A10,Irrigated,09-04-2015,3,11.3359375,30.2131607889999
P12A10,Irrigated,09-04-2015,4,10.2890625,30.2189705729999
P12A10,Irrigated,09-04-2015,5,9.66796875,30.2238114239999
P12A10,Irrigated,09-04-2015,6,10.046875,30.2296212079999
P12A10,Irrigated,09-04-2015,7,9.3125,30.2325280069999
P12A10,Irrigated,09-04-2015,8,10.30078125,30.2402756569999
P12A10,Irrigated,09-04-2015,9,10.7890625,30.2509262919999
P12A10,Irrigated,09-04-2015,10,23.7890625,30.2547982099999
P12A10,Irrigated,09-04-2015,11,31.72265625,30.2780411599999
P12A10,Irrigated,09-04-2015,12,33.57421875,30.2315590739999
P12A10,Irrigated,09-04-2015,13,31.90234375,30.2257492899999
P12A10,Irrigated,09-04-2015,14,30.62890625,30.2199395059999
P12A10,Irrigated,09-04-2015,15,33.56640625,30.1986344219999
P12A10,Irrigated,09-04-2015,16,29.95703125,30.1647446509999
P12A10,Irrigated,09-04-2015,17,28.37109375,30.1618378519999
P12A10,Irrigated,09-04-2015,18,23.296875,30.0872757789999
P12A10,Irrigated,09-04-2015,19,18.22265625,30.0756562109999
P12A10,Irrigated,09-04-2015,20,15.5078125,30.0727532259999
P12A10,Irrigated,09-04-2015,21,14.59765625,30.0746872779999
P12A10,Irrigated,09-04-2015,22,13.640625,30.0843727939999
P12A10,Irrigated,09-04-2015,23,12.3203125,30.0892136449999
P12A10,Irrigated,10-04-2015,0,11.48046875,30.0988953469999
P12A10,Irrigated,10-04-2015,1,10.42578125,30.0998642799999
P12A10,Irrigated,10-04-2015,2,10.07421875,30.1047051309999
P12A10,Irrigated,10-04-2015,3,9.8203125,30.1298821329999
P12A10,Irrigated,10-04-2015,4,11.15234375,30.1589348669999
P12A10,Irrigated,10-04-2015,5,10.5625,30.1841118689999
P12A10,Irrigated,10-04-2015,6,10.9140625,30.1937935709999
P12A10,Irrigated,10-04-2015,7,10.55078125,30.1957314369999
P12A10,Irrigated,10-04-2015,8,10.28515625,30.2025101539999
P12A10,Irrigated,10-04-2015,9,13.93359375,30.2025101539999
P12A10,Irrigated,10-04-2015,10,25.58984375,30.2044442059999
P12A10,Irrigated,10-04-2015,11,32.37890625,30.2073510049999
P12A10,Irrigated,10-04-2015,12,33.48046875,30.1937935709999
P12A10,Irrigated,10-04-2015,13,32.3515625,30.1841118689999
P12A10,Irrigated,10-04-2015,14,34.58203125,30.1337578649999
P12A10,Irrigated,10-04-2015,15,39.0078125,30.1318199989999
P12A10,Irrigated,10-04-2015,16,35.3203125,30.0814659949999
P12A10,Irrigated,10-04-2015,17,31.49609375,30.041766441
P12A10,Irrigated,10-04-2015,18,26.05078125,30.022399223
P12A10,Irrigated,10-04-2015,19,22.92578125,30.016589439
P12A10,Irrigated,10-04-2015,20,18.55078125,30.02143029
P12A10,Irrigated,10-04-2015,21,17.1953125,30.014651573
P12A10,Irrigated,10-04-2015,22,17.984375,30.025302208
P12A10,Irrigated,10-04-2015,23,18.4296875,30.019492424
P12A10,Irrigated,11-04-2015,0,17.9609375,30.023368156
P12A10,Irrigated,11-04-2015,1,18.8984375,30.023368156
P12A10,Irrigated,11-04-2015,2,18.36328125,30.028209007
P12A10,Irrigated,11-04-2015,3,16.43359375,30.030146873
P12A10,Irrigated,11-04-2015,4,14.94921875,30.032080925
P12A10,Irrigated,11-04-2015,5,12.9375,30.032080925
P12A10,Irrigated,11-04-2015,6,12.98828125,30.034018791
P12A10,Irrigated,11-04-2015,7,11.35546875,30.033049858
P12A10,Irrigated,11-04-2015,8,12.00390625,30.035956657
P12A10,Irrigated,11-04-2015,9,14.12109375,30.034987724
P12A10,Irrigated,11-04-2015,10,27.51953125,30.034987724
P12A10,Irrigated,11-04-2015,11,35.484375,30.034987724
P12A10,Irrigated,11-04-2015,12,32.86328125,30.033049858
P12A10,Irrigated,11-04-2015,13,27.85546875,30.006903923
P12A10,Irrigated,11-04-2015,14,30.7578125,30.002063072
P12A10,Irrigated,11-04-2015,15,29.59375,29.994315422
P12A10,Irrigated,11-04-2015,16,27.296875,29.993346489
P12A10,Irrigated,11-04-2015,17,25.61328125,29.994315422
P12A10,Irrigated,11-04-2015,18,20.15625,29.989474571
P12A10,Irrigated,11-04-2015,19,17.14453125,29.989474571
P12A10,Irrigated,11-04-2015,20,14.94140625,29.99238137
P12A10,Irrigated,11-04-2015,21,13.875,29.996253288
P12A10,Irrigated,11-04-2015,22,14.14453125,30.003032005
P12A10,Irrigated,11-04-2015,23,13.32421875,30.010779655
P12A10,Irrigated,12-04-2015,0,12.5078125,30.031111991
P12A10,Irrigated,12-04-2015,1,12.66796875,30.031111991
P12A10,Irrigated,12-04-2015,2,12.73046875,30.029177939
P12A10,Irrigated,12-04-2015,3,13.01171875,30.035956656
P12A10,Irrigated,12-04-2015,4,12.91796875,30.042731558
P12A10,Irrigated,12-04-2015,5,12.33203125,30.035956656
P12A10,Irrigated,12-04-2015,6,11.94140625,30.056288992
P12A10,Irrigated,12-04-2015,7,11.19140625,30.087275778
P12A10,Irrigated,12-04-2015,8,10.8203125,30.109549795
P12A10,Irrigated,12-04-2015,9,11.14453125,30.175395285
P12A10,Irrigated,12-04-2015,10,12.80859375,30.204444205
P12A10,Irrigated,12-04-2015,11,15.2109375,30.202510153
P12A10,Irrigated,12-04-2015,12,23.37890625,30.210253988
P12A10,Irrigated,12-04-2015,13,24.515625,30.221877371
P12A10,Irrigated,12-04-2015,14,19.1953125,30.224780356
P12A10,Irrigated,12-04-2015,15,25.61328125,30.221877371
P12A10,Irrigated,12-04-2015,16,27.953125,30.218001639
P12A10,Irrigated,12-04-2015,17,24.7421875,30.202510153
P12A10,Irrigated,12-04-2015,18,19.05859375,30.198634421
P12A10,Irrigated,12-04-2015,19,16.26171875,30.202510153
P12A10,Irrigated,12-04-2015,20,15.4765625,30.202510153
P12A10,Irrigated,12-04-2015,21,14.1171875,30.203479086
P12A10,Irrigated,12-04-2015,22,13.43359375,30.204444204
P12A10,Irrigated,12-04-2015,23,13.890625,30.203479086
P12A10,Irrigated,13-04-2015,0,13.52734375,30.211222921
P12A10,Irrigated,13-04-2015,1,13.07421875,30.213160787
P12A10,Irrigated,13-04-2015,2,13.23828125,30.21412972
P12A10,Irrigated,13-04-2015,3,13.484375,30.218970571
P12A10,Irrigated,13-04-2015,4,13.8046875,30.22187737
P12A10,Irrigated,13-04-2015,5,13.5390625,30.222842488
P12A10,Irrigated,13-04-2015,6,13.4140625,30.229621205
P12A10,Irrigated,13-04-2015,7,13.30859375,30.233496937
P12A10,Irrigated,13-04-2015,8,12.95703125,30.243178639
P12A10,Irrigated,13-04-2015,9,14.1953125,30.257705006
P12A10,Irrigated,13-04-2015,10,16.53515625,30.257705006
P12A10,Irrigated,13-04-2015,11,17.90234375,30.254798207
P12A10,Irrigated,13-04-2015,12,24.54296875,30.251895222
P12A10,Irrigated,13-04-2015,13,26.265625,30.248988423
P12A10,Irrigated,13-04-2015,14,30.41796875,30.234465871
P12A10,Irrigated,13-04-2015,15,25.1171875,30.230590139
P12A10,Irrigated,13-04-2015,16,22.17578125,30.231559072
P12A10,Irrigated,13-04-2015,17,19.24609375,30.229621206
P12A10,Irrigated,13-04-2015,18,17.109375,30.229621206
P12A10,Irrigated,13-04-2015,19,15.46875,30.228656088
P12A10,Irrigated,13-04-2015,20,14.9765625,30.229621206
P12A10,Irrigated,13-04-2015,21,15.03515625,30.234465872
P12A10,Irrigated,13-04-2015,22,14.69921875,30.243178641
P12A10,Irrigated,13-04-2015,23,14.20703125,30.250926291
P12A10,Irrigated,14-04-2015,0,13.9453125,30.263514792
P12A10,Irrigated,14-04-2015,1,13.48828125,30.269324576
P12A10,Irrigated,14-04-2015,2,13.33984375,30.271262442
P12A10,Irrigated,14-04-2015,3,13.11328125,30.299342429
P12A10,Irrigated,14-04-2015,4,12.89453125,30.31967858
P12A10,Irrigated,14-04-2015,5,12.6796875,30.342917716
P12A10,Irrigated,14-04-2015,6,12.34375,30.384555137
P12A10,Irrigated,14-04-2015,7,12.02734375,30.464926994
P12A10,Irrigated,14-04-2015,8,11.48828125,30.480422294
P12A10,Irrigated,14-04-2015,9,11.77734375,30.488169944
P12A10,Irrigated,14-04-2015,10,13.80078125,30.495913779
P12A10,Irrigated,14-04-2015,11,26.31640625,30.532710349
P12A10,Irrigated,14-04-2015,12,24.6953125,30.554984366
P12A10,Irrigated,14-04-2015,13,29.07421875,30.550143515
P12A10,Irrigated,14-04-2015,14,33.46484375,30.510440146
P12A10,Irrigated,14-04-2015,15,30.1328125,30.484294211
P12A10,Irrigated,14-04-2015,16,28.5703125,30.484294211
P12A10,Irrigated,14-04-2015,17,25.40234375,30.473643576
P12A10,Irrigated,14-04-2015,18,18.8984375,30.473643576
P12A10,Irrigated,14-04-2015,19,15.40625,30.470736777
P12A10,Irrigated,14-04-2015,20,13.2578125,30.462992942
P12A10,Irrigated,14-04-2015,21,12.5703125,30.464926994
P12A10,Irrigated,14-04-2015,22,12.0546875,30.463961876
P12A10,Irrigated,14-04-2015,23,11.890625,30.462992943
P12A10,Irrigated,15-04-2015,0,11.53125,30.463961876
P12A10,Irrigated,15-04-2015,1,11.33203125,30.465895928
P12A10,Irrigated,15-04-2015,2,11.20703125,30.472674645
P12A10,Irrigated,15-04-2015,3,10.55078125,30.472674645
P12A10,Irrigated,15-04-2015,4,10.38671875,30.478484429
P12A10,Irrigated,15-04-2015,5,10.22265625,30.481391228
P12A10,Irrigated,15-04-2015,6,9.75390625,30.479453362
P12A10,Irrigated,15-04-2015,7,9.30078125,30.479453362
P12A10,Irrigated,15-04-2015,8,7.75390625,30.481391228
P12A10,Irrigated,15-04-2015,9,8.765625,30.48332528
P12A10,Irrigated,15-04-2015,10,14.8125,30.485263146
P12A10,Irrigated,15-04-2015,11,24.02734375,30.488169945
P12A10,Irrigated,15-04-2015,12,20.70703125,30.490103997
P12A10,Irrigated,15-04-2015,13,23.9765625,30.486232079
P12A10,Irrigated,15-04-2015,14,23.76171875,30.4833252799999
P12A10,Irrigated,15-04-2015,15,21.734375,30.480422295
P12A10,Irrigated,15-04-2015,16,21.84765625,30.479453362
P12A10,Irrigated,15-04-2015,17,18.703125,30.4755814439999
P12A10,Irrigated,15-04-2015,18,16.2265625,30.473643578
P12A10,Irrigated,15-04-2015,19,14.5078125,30.474612511
P12A10,Irrigated,15-04-2015,20,12.50390625,30.4717057119999
P12A10,Irrigated,15-04-2015,21,12.2421875,30.4717057119999
P12A10,Irrigated,15-04-2015,22,12.265625,30.4755814439999
P12A10,Irrigated,15-04-2015,23,11.93359375,30.4765503769999
P12A10,Irrigated,16-04-2015,0,11.59375,30.4765503769999
P12A10,Irrigated,16-04-2015,1,10.8828125,30.4794533619999
P12A10,Irrigated,16-04-2015,2,10.5859375,30.4784844289999
P12A10,Irrigated,16-04-2015,3,10.2109375,30.4794533619999
P12A10,Irrigated,16-04-2015,4,10.2734375,30.4833252799999
P12A10,Irrigated,16-04-2015,5,10.0234375,30.4852631459999
P12A10,Irrigated,16-04-2015,6,9.84765625,30.4872010119999
P12A10,Irrigated,16-04-2015,7,9.66796875,30.4842942129999
P12A10,Irrigated,16-04-2015,8,9.453125,30.4813912279999
P12A10,Irrigated,16-04-2015,9,10.22265625,30.4804222949999
P12A10,Irrigated,16-04-2015,10,25.42578125,30.5104401479999
P12A10,Irrigated,16-04-2015,11,25.5078125,30.5143120659999
P12A10,Irrigated,16-04-2015,12,21.87890625,30.4939797299999
P12A10,Irrigated,16-04-2015,13,30.18359375,30.48623208
P12A10,Irrigated,16-04-2015,14,32.484375,30.485263147
P12A10,Irrigated,16-04-2015,15,29.515625,30.472674646
P12A10,Irrigated,16-04-2015,16,27.23828125,30.459117212
P12A10,Irrigated,16-04-2015,17,25.29296875,30.455245294
P12A10,Irrigated,16-04-2015,18,17.8828125,30.442656793
P12A10,Irrigated,16-04-2015,19,14.796875,30.431037225
P12A10,Irrigated,16-04-2015,20,12.3828125,30.417479791
P12A10,Irrigated,16-04-2015,21,11.76171875,30.416510858
P12A10,Irrigated,16-04-2015,22,11.4609375,30.423289575
P12A10,Irrigated,16-04-2015,23,11.06640625,30.425227441
P12A10,Irrigated,17-04-2015,0,9.04296875,30.4281304259999
P12A10,Irrigated,17-04-2015,1,7.703125,30.432006158
P12A10,Irrigated,17-04-2015,2,7.01953125,30.4329750909999
P12A10,Irrigated,17-04-2015,3,6.7109375,30.4416878599999
P12A10,Irrigated,17-04-2015,4,7.64453125,30.4494355099999
P12A10,Irrigated,17-04-2015,5,7.73828125,30.4484665769999
P12A10,Irrigated,17-04-2015,6,8.06640625,30.4542763609999
P12A10,Irrigated,17-04-2015,7,6.3515625,30.4571831599999
P12A10,Irrigated,17-04-2015,8,6.15625,30.4591172119999
P12A10,Irrigated,17-04-2015,9,7.6875,30.456214227
P12A10,Irrigated,17-04-2015,10,22.171875,30.468802728
P12A10,Irrigated,17-04-2015,11,28.8515625,30.4833252799999
P12A10,Irrigated,17-04-2015,12,21.140625,30.467833794
P12A10,Irrigated,17-04-2015,13,29.203125,30.456214226
P12A10,Irrigated,17-04-2015,14,35.16796875,30.449435509
P12A10,Irrigated,17-04-2015,15,29.6328125,30.4203865889999
P12A10,Irrigated,17-04-2015,16,29.14453125,30.4087632059999
P12A10,Irrigated,17-04-2015,17,24.84375,30.3990815039999
P12A10,Irrigated,17-04-2015,18,17.6328125,30.3458245149999
P12A10,Irrigated,17-04-2015,19,14.60546875,30.3225815649999
P12A10,Irrigated,17-04-2015,20,12.375,30.3148377299999
P12A10,Irrigated,17-04-2015,21,11.3203125,30.3148377299999
P12A10,Irrigated,17-04-2015,22,10.390625,30.3177407149999
P12A10,Irrigated,17-04-2015,23,9.5390625,30.3216164469999
P12A10,Irrigated,18-04-2015,0,8.29296875,30.3322670819999
P12A10,Irrigated,18-04-2015,1,7.046875,30.3438866499999
P12A10,Irrigated,18-04-2015,2,6.52734375,30.3458245159999
P12A10,Irrigated,18-04-2015,3,6.484375,30.3506653669999
P12A10,Irrigated,18-04-2015,4,5.2578125,30.3458245159999
P12A10,Irrigated,18-04-2015,5,4.2890625,30.3574440839999
P12A10,Irrigated,18-04-2015,6,3.8046875,30.3797142869999
P12A10,Irrigated,18-04-2015,7,4.80078125,30.3748734359999
P12A10,Irrigated,18-04-2015,8,4.63671875,30.4087632069999
P12A10,Irrigated,18-04-2015,9,5.83984375,30.4242585069999
P12A10,Irrigated,18-04-2015,10,19.28125,30.4378159409999
P12A10,Irrigated,18-04-2015,11,29.921875,30.4426567919999
P12A10,Irrigated,18-04-2015,12,19.81640625,30.4455635909999
P12A10,Irrigated,18-04-2015,13,27.57421875,30.4484665759999
P12A10,Irrigated,18-04-2015,14,32.1875,30.4358780749999
P12A10,Irrigated,18-04-2015,15,29.859375,30.4126389389999
P12A10,Irrigated,18-04-2015,16,27.44140625,30.4048912889999
P12A10,Irrigated,18-04-2015,17,24.79296875,30.4058602219999
P12A10,Irrigated,18-04-2015,18,18.609375,30.3622849349999
P12A10,Irrigated,18-04-2015,19,14.921875,30.3816521529999
P12A10,Irrigated,18-04-2015,20,12.40625,30.3768113019999
P12A10,Irrigated,18-04-2015,21,12.03515625,30.3787453539999
P12A10,Irrigated,18-04-2015,22,12.43359375,30.3758423689999
P12A10,Irrigated,18-04-2015,23,13.5390625,30.3768113019999
P12A10,Irrigated,19-04-2015,0,14.10546875,30.3913338539999
P12A10,Irrigated,19-04-2015,1,14.76953125,30.4097321389999
P12A10,Irrigated,19-04-2015,2,14.984375,30.4329750889999
P12A10,Irrigated,19-04-2015,3,14.3359375,30.4407189239999
P12A10,Irrigated,19-04-2015,4,13.2578125,30.4562142239999
P12A10,Irrigated,19-04-2015,5,13.2578125,30.4852631439999
P12A10,Irrigated,19-04-2015,6,12.87890625,30.4988205779999
P12A10,Irrigated,19-04-2015,7,12.98046875,30.5433647979999
P12A10,Irrigated,19-04-2015,8,13.04296875,30.5753205169999
P12A10,Irrigated,19-04-2015,9,13.109375,30.6092102879999
P12A10,Irrigated,19-04-2015,10,13.66796875,30.6818344949999
P12A10,Irrigated,19-04-2015,11,14.171875,30.7118561619999
P12A10,Irrigated,19-04-2015,12,14.59375,30.7641442169999
P12A10,Irrigated,19-04-2015,13,16.26953125,30.8590424409999
P12A10,Irrigated,19-04-2015,14,18.734375,30.8696930759999
P12A10,Irrigated,19-04-2015,15,19.578125,30.8687241429999
P12A10,Irrigated,19-04-2015,16,19.30078125,30.8696930759999
P12A10,Irrigated,19-04-2015,17,18.55859375,30.8706620089999
P12A10,Irrigated,19-04-2015,18,16.03515625,30.8716309419999
P12A10,Irrigated,19-04-2015,19,14.55078125,30.8735688079999
P12A10,Irrigated,19-04-2015,20,14.4296875,30.8745339259999
P12A10,Irrigated,19-04-2015,21,13.93359375,30.8774407249999
P12A10,Irrigated,19-04-2015,22,13.34765625,30.8842194419999
P12A10,Irrigated,19-04-2015,23,13.5546875,30.8890602929999
P12A10,Irrigated,20-04-2015,0,13.18359375,30.8958390099999
P12A10,Irrigated,20-04-2015,1,13.44140625,30.9006798609999
P12A10,Irrigated,20-04-2015,2,13.28515625,30.9181092129999
P12A10,Irrigated,20-04-2015,3,13.09765625,30.9345734459999
P12A10,Irrigated,20-04-2015,4,13.1015625,30.9394142969999
P12A10,Irrigated,20-04-2015,5,13.16015625,30.94813088
P12A10,Irrigated,20-04-2015,6,13.0234375,30.968463216
P12A10,Irrigated,20-04-2015,7,13.1015625,30.9878304339999
P12A10,Irrigated,20-04-2015,8,12.8984375,31.0004189349999
P12A10,Irrigated,20-04-2015,9,12.76953125,31.0004189349999
P12A10,Irrigated,20-04-2015,10,13.5546875,30.9994500019999
P12A10,Irrigated,20-04-2015,11,16.2734375,30.99751595
P12A10,Irrigated,20-04-2015,12,19.09765625,30.972338948
P12A10,Irrigated,20-04-2015,13,23.54296875,30.9384453629999
P12A10,Irrigated,20-04-2015,14,30.1875,30.930697713
P12A10,Irrigated,20-04-2015,15,29.4296875,30.8958390089999
P12A10,Irrigated,20-04-2015,16,27.4765625,30.8677552079999
P12A10,Irrigated,20-04-2015,17,20.40625,30.8057816359999
P12A10,Irrigated,20-04-2015,18,17.5546875,30.802878651
P12A10,Irrigated,20-04-2015,19,14.51171875,30.808688435
P12A10,Irrigated,20-04-2015,20,12.83203125,30.8106263009999
P12A10,Irrigated,20-04-2015,21,12.21484375,30.8164360849999
P12A10,Irrigated,20-04-2015,22,11.8203125,30.8561356389999
P12A10,Irrigated,20-04-2015,23,11.26953125,30.8774407229999
P12A10,Irrigated,21-04-2015,0,11.0390625,30.882281574
P12A10,Irrigated,21-04-2015,1,10.1328125,30.885188373
P12A10,Irrigated,21-04-2015,2,9.3515625,30.887122425
P12A10,Irrigated,21-04-2015,3,9.04296875,30.88421944
P12A10,Irrigated,21-04-2015,4,8.37109375,30.890998157
P12A10,Irrigated,21-04-2015,5,7.22265625,30.89196709
P12A10,Irrigated,21-04-2015,6,6.74609375,30.888091358
P12A10,Irrigated,21-04-2015,7,6.4296875,30.8968079409999
P12A10,Irrigated,21-04-2015,8,7.0859375,30.8997109259999
P12A10,Irrigated,21-04-2015,9,8.671875,30.8968079409999
P12A10,Irrigated,21-04-2015,10,17.6640625,30.9084275089999
P12A10,Irrigated,21-04-2015,11,27.6640625,30.936507496
P12A10,Irrigated,21-04-2015,12,19.359375,30.939414295
P12A10,Irrigated,21-04-2015,13,29.6875,30.923918995
P12A10,Irrigated,21-04-2015,14,29.578125,30.894870075
P12A10,Irrigated,21-04-2015,15,28.23046875,30.887122425
P12A10,Irrigated,21-04-2015,16,26.89453125,30.874533924
P12A10,Irrigated,21-04-2015,17,24.83203125,30.866790089
P12A10,Irrigated,21-04-2015,18,17.9765625,30.869693074
P12A10,Irrigated,21-04-2015,19,13.6015625,30.866790089
P12A10,Irrigated,21-04-2015,20,10.765625,30.869693074
P12A10,Irrigated,21-04-2015,21,9.81640625,30.870662007
P12A10,Irrigated,21-04-2015,22,9.734375,30.87937859
P12A10,Irrigated,21-04-2015,23,8.94921875,30.886157307
P12A10,Irrigated,22-04-2015,0,8.203125,30.890029225
P12A10,Irrigated,22-04-2015,1,7.93359375,30.886157307
P12A10,Irrigated,22-04-2015,2,7,30.888091359
P12A10,Irrigated,22-04-2015,3,6.328125,30.8958390089999
P12A10,Irrigated,22-04-2015,4,6.03125,30.8958390089999
P12A10,Irrigated,22-04-2015,5,5.84765625,30.8968079419999
P12A10,Irrigated,22-04-2015,6,5.5,30.8919670909999
P12A10,Irrigated,22-04-2015,7,5.91796875,30.8977768749999
P12A10,Irrigated,22-04-2015,8,5.68359375,30.9016487929999
P12A10,Irrigated,22-04-2015,9,7.36328125,30.9026177259999
P12A10,Irrigated,22-04-2015,10,17.73828125,30.9055207109999
P12A10,Irrigated,22-04-2015,11,26.05078125,30.9355423779999
P12A10,Irrigated,22-04-2015,12,18.87109375,30.9384453629999
P12A10,Irrigated,22-04-2015,13,30.3515625,30.9210160109999
P12A10,Irrigated,22-04-2015,14,32.08203125,30.8948700759999
P12A10,Irrigated,22-04-2015,15,30.96875,30.8900292249999
P12A10,Irrigated,22-04-2015,16,28.39453125,30.8774407239999
P12A10,Irrigated,22-04-2015,17,26.16796875,30.8658211559999
P12A10,Irrigated,22-04-2015,18,18.12890625,30.8716309399999
P12A10,Irrigated,22-04-2015,19,14.671875,30.8648522229999
P12A10,Irrigated,22-04-2015,20,12.125,30.8619454239999
P12A10,Irrigated,22-04-2015,21,10.90625,30.8658211559999
P12A10,Irrigated,22-04-2015,22,10.21484375,30.8696930739999
P12A10,Irrigated,22-04-2015,23,9.76171875,30.8813126419999
P12A10,Irrigated,23-04-2015,0,8.8515625,30.8842194409999
P12A10,Irrigated,23-04-2015,1,7.703125,30.888091359
P12A10,Irrigated,23-04-2015,2,7.18359375,30.888091359
P12A10,Irrigated,23-04-2015,3,7.01953125,30.887122426
P12A10,Irrigated,23-04-2015,4,5.94921875,30.890998158
P12A10,Irrigated,23-04-2015,5,6,30.896807942
P12A10,Irrigated,23-04-2015,6,6.49609375,30.89293221
P12A10,Irrigated,23-04-2015,7,6.515625,30.885188375
P12A10,Irrigated,23-04-2015,8,5.109375,30.897776876
P12A10,Irrigated,23-04-2015,9,7.19921875,30.900679861
P12A10,Irrigated,23-04-2015,10,17.5703125,30.897776876
P12A10,Irrigated,23-04-2015,11,24.67578125,30.915206228
P12A10,Irrigated,23-04-2015,12,20.73828125,30.935542379
P12A10,Irrigated,23-04-2015,13,30.90625,30.910365377
P12A10,Irrigated,23-04-2015,14,32.27734375,30.89293221
P12A10,Irrigated,23-04-2015,15,30.80859375,30.881312642
P12A10,Irrigated,23-04-2015,16,29.65625,30.869693074
P12A10,Irrigated,23-04-2015,17,27.05078125,30.868724141
P12A10,Irrigated,23-04-2015,18,20.78515625,30.841613088
P12A10,Irrigated,23-04-2015,19,14.92578125,30.805781637
P12A10,Irrigated,23-04-2015,20,13.60546875,30.805781637
P12A10,Irrigated,23-04-2015,21,12.703125,30.807719503
P12A10,Irrigated,23-04-2015,22,11.5234375,30.819339071
P12A10,Irrigated,23-04-2015,23,10.4375,30.873568807
P12A10,Irrigated,24-04-2015,0,10.7421875,30.876471792
P12A10,Irrigated,24-04-2015,1,9.9609375,30.879378591
P12A10,Irrigated,24-04-2015,2,9.875,30.881312643
P12A10,Irrigated,24-04-2015,3,9.30078125,30.883250509
P12A10,Irrigated,24-04-2015,4,8.9609375,30.8842194419999
P12A10,Irrigated,24-04-2015,5,8.20703125,30.8851883749999
P12A10,Irrigated,24-04-2015,6,8.00390625,30.8900292259999
P12A10,Irrigated,24-04-2015,7,8.06640625,30.883250509
P12A10,Irrigated,24-04-2015,8,7.4921875,30.8909981589999
P12A10,Irrigated,24-04-2015,9,8.7578125,30.8958390099999
P12A10,Irrigated,24-04-2015,10,13.9765625,30.8977768759999
P12A10,Irrigated,24-04-2015,11,19.10546875,30.9006798609999
P12A10,Irrigated,24-04-2015,12,21.23828125,30.9074585779999
P12A10,Irrigated,24-04-2015,13,29.875,30.8987419949999
P12A10,Irrigated,24-04-2015,14,31.1484375,30.8716309419999
P12A10,Irrigated,24-04-2015,15,27.42578125,30.8629143589999
P12A10,Irrigated,24-04-2015,16,26.4609375,30.8638832919999
P12A10,Irrigated,24-04-2015,17,23.19140625,30.8619454259999
P12A10,Irrigated,24-04-2015,18,19.49609375,30.8251488559999
P12A10,Irrigated,24-04-2015,19,14.49609375,30.8135292879999
P12A10,Irrigated,24-04-2015,20,12.52734375,30.8135292879999
P12A10,Irrigated,24-04-2015,21,11.45703125,30.8241799229999
P12A10,Irrigated,24-04-2015,22,11.28125,30.8725998749999
P12A10,Irrigated,24-04-2015,23,9.88671875,30.8832505099999
P12A10,Irrigated,25-04-2015,0,9.19921875,30.8851883759999
P12A10,Irrigated,25-04-2015,1,8.42578125,30.8890602939999
P12A10,Irrigated,25-04-2015,2,7.65625,30.8919670929999
P12A10,Irrigated,25-04-2015,3,6.6484375,30.8977768769999
P12A10,Irrigated,25-04-2015,4,6.53515625,30.8968079439999
P12A10,Irrigated,25-04-2015,5,5.8671875,30.907458579
P12A10,Irrigated,25-04-2015,6,5.77734375,30.899710929
P12A10,Irrigated,25-04-2015,7,5.28125,30.902617728
P12A10,Irrigated,25-04-2015,8,4.36328125,30.904555594
P12A10,Irrigated,25-04-2015,9,5.51953125,30.904555594
P12A10,Irrigated,25-04-2015,10,14.8515625,30.904555594
P12A10,Irrigated,25-04-2015,11,21.45703125,30.928763663
P12A10,Irrigated,25-04-2015,12,18.5703125,30.933604514
P12A10,Irrigated,25-04-2015,13,25.8125,30.934573447
P12A10,Irrigated,25-04-2015,14,22.86328125,30.92779473
P12A10,Irrigated,25-04-2015,15,25.36328125,30.904555594
P12A10,Irrigated,25-04-2015,16,24.58984375,30.897776877
P12A10,Irrigated,25-04-2015,17,21.7421875,30.893901145
P12A10,Irrigated,25-04-2015,18,16.73046875,30.891967093
P12A10,Irrigated,25-04-2015,19,14.38671875,30.893901145
P12A10,Irrigated,25-04-2015,20,13.96875,30.892932212
P12A10,Irrigated,25-04-2015,21,13.8671875,30.892932212
P12A10,Irrigated,25-04-2015,22,12.2109375,30.894870078
P12A10,Irrigated,25-04-2015,23,11.33203125,30.897776877
P12A10,Irrigated,26-04-2015,0,10.83203125,30.900679862
P12A10,Irrigated,26-04-2015,1,10.08203125,30.901648795
P12A10,Irrigated,26-04-2015,2,9.62890625,30.904555594
P12A10,Irrigated,26-04-2015,3,9.06640625,30.921016013
P12A10,Irrigated,26-04-2015,4,8.47265625,30.934573447
P12A10,Irrigated,26-04-2015,5,8.18359375,30.943286216
P12A10,Irrigated,26-04-2015,6,8.69921875,30.948130882
P12A10,Irrigated,26-04-2015,7,8.91015625,30.9452240829999
P12A10,Irrigated,26-04-2015,8,9.21875,30.9461930159999
P12A10,Irrigated,26-04-2015,9,10.0859375,30.9655602339999
P12A10,Irrigated,26-04-2015,10,11.41796875,30.9820206529999
P12A10,Irrigated,26-04-2015,11,14.54296875,30.9878304369999
P12A10,Irrigated,26-04-2015,12,18.26171875,30.998481072
P12A10,Irrigated,26-04-2015,13,24.859375,31.0071976549999
P12A10,Irrigated,26-04-2015,14,29.70703125,31.0062287219999
P12A10,Irrigated,26-04-2015,15,29.453125,30.966529168
P12A10,Irrigated,26-04-2015,16,27.2734375,30.958781518
